Date,Open,High,Low,Close,Adj Close,Volume,perc_return
12/7/2020,104.870003,106.779999,104.610001,106.370003,104.324631,11771300,1.16%
12/14/2020,106.980003,106.980003,103.610001,104.050003,102.04924,27141700,-2.18%
12/21/2020,103.349998,105.010002,102.739998,104.910004,102.892708,8157500,0.83%
12/28/2020,105.550003,105.68,104.300003,104.589996,102.57885,6519800,-0.31%
1/4/2021,105,108.639999,104.080002,107.980003,105.903671,17448100,3.24%
1/11/2021,107.699997,108.839996,107.5,108.400002,106.31559,17811700,0.39%
1/18/2021,108.300003,108.839996,106.989998,107.360001,105.295586,50108500,-0.96%
1/25/2021,106.300003,106.690002,103.220001,103.5,101.509811,31042800,-3.60%
2/1/2021,104.239998,106.989998,103.57,106.68,105.691879,16051400,3.07%
2/8/2021,106.779999,107.330002,105.099998,106.199997,105.216324,20564400,-0.45%
2/15/2021,106.519997,110.169998,106.160004,109.769997,108.753258,21647200,3.36%
2/22/2021,109.419998,113.389999,108.150002,108.360001,107.356323,32074600,-1.28%
3/1/2021,109.459999,112.68,108.510002,112.57,111.527328,19941900,3.89%
3/8/2021,112.610001,117.220001,112.339996,116.449997,115.371384,16566000,3.45%
3/15/2021,116.510002,117.519997,115.169998,116.540001,115.460556,24176000,0.08%
3/22/2021,116.010002,117.099998,115.550003,117.059998,115.975739,21517300,0.45%
3/29/2021,116.470001,117.970001,115.669998,116,114.92556,12217400,-0.91%
4/5/2021,116.550003,117.139999,115.919998,117.110001,116.025276,14243600,0.96%
4/12/2021,117,118.790001,116.720001,118.489998,117.392494,36090500,1.18%
4/19/2021,118.419998,118.910004,114.910004,116.559998,115.48037,26243700,-1.63%
4/26/2021,116.059998,118.529999,116.059998,117.309998,117.309998,34011800,0.64%
5/3/2021,117.75,120.5,117.360001,120.260002,120.260002,14783400,2.51%
5/10/2021,120.279999,122.190002,118.949997,121.860001,121.860001,20241000,1.33%
5/17/2021,122,123.82,121.260002,123.470001,123.470001,11802300,1.32%
5/24/2021,124,126.900002,123.389999,125.620003,125.620003,16710000,1.74%
5/31/2021,126,126.690002,123.699997,126.209999,126.209999,11444400,0.47%
